X,Y,Z,grade,formation,borehole
1431.75,10.0,-285.0,5.070986716588225,4,57
1431.75,10.0,-263.0,5.076767938258829,4,57
1431.75,10.0,-241.0,5.069314539045905,4,57
1431.75,10.0,-219.0,5.044540642517204,4,57
1431.75,10.0,-197.0,5.0394200959371735,4,57
477.25,470.0,-439.0,5.060063612905417,4,58
477.25,470.0,-417.0,5.060093483831587,4,58
477.25,470.0,-395.0,5.0601156732827945,4,58
477.25,470.0,-373.0,5.060129261546464,4,58
477.25,470.0,-351.0,5.060133522648584,4,58
477.25,470.0,-329.0,5.060127973924264,4,58
477.25,470.0,-307.0,5.06011241429979,4,58
477.25,470.0,-285.0,5.060086947109829,4,58
477.25,470.0,-263.0,5.060051984599284,4,58
767.75,830.0,-461.0,5.059420266944244,4,59
767.75,830.0,-439.0,5.059418653682623,4,59
767.75,830.0,-417.0,5.0594151255511255,4,59
767.75,830.0,-395.0,5.05940967985571,4,59
767.75,830.0,-373.0,5.059402340860374,4,59
767.75,830.0,-351.0,5.059393160082966,4,59
767.75,830.0,-329.0,5.059382215835479,4,59
767.75,830.0,-307.0,5.059369611998231,4,59
767.75,830.0,-285.0,5.05935547605251,4,59
103.75,990.0,-461.0,5.058842252195472,4,6
103.75,990.0,-439.0,5.058842798604299,4,6
103.75,990.0,-417.0,5.058843647530219,4,6
103.75,990.0,-395.0,5.058844790170766,4,6
103.75,990.0,-373.0,5.058846214465009,4,6
103.75,990.0,-351.0,5.058847905322267,4,6
103.75,990.0,-329.0,5.0588498449174,4,6
103.75,990.0,-307.0,5.058852013043842,4,6
1348.75,810.0,-571.0,5.059334679779062,4,60
1348.75,810.0,-549.0,5.059325132185631,4,60
1348.75,810.0,-527.0,5.059313893918591,4,60
1348.75,810.0,-505.0,5.059301022141083,4,60
1348.75,810.0,-483.0,5.059286594350721,4,60
1348.75,810.0,-461.0,5.0592707077189765,4,60
1348.75,810.0,-439.0,5.059253478014731,4,60
1348.75,810.0,-417.0,5.059235038125702,4,60
1348.75,810.0,-395.0,5.059215536203296,4,60
1348.75,810.0,-373.0,5.05919513346814,4,60
1348.75,810.0,-351.0,5.0591740017239735,4,60
518.75,890.0,-483.0,5.059109983752712,4,61
518.75,890.0,-461.0,5.0591112242526695,4,61
518.75,890.0,-439.0,5.059111853511319,4,61
518.75,890.0,-417.0,5.059111847295071,4,61
518.75,890.0,-395.0,5.059111188936336,4,61
518.75,890.0,-373.0,5.059109869985906,4,61
518.75,890.0,-351.0,5.0591078906798215,4,61
518.75,890.0,-329.0,5.059105260195601,4,61
518.75,890.0,-307.0,5.059101996680709,4,61
560.25,330.0,-417.0,5.0629367906479175,4,62
560.25,330.0,-395.0,5.06296497312562,4,62
560.25,330.0,-373.0,5.062950498196214,4,62
560.25,330.0,-351.0,5.062891251137832,4,62
560.25,330.0,-329.0,5.062786891581012,4,62
560.25,330.0,-307.0,5.062639033755626,4,62
560.25,330.0,-285.0,5.062451260989474,4,62
560.25,330.0,-263.0,5.062228955273555,4,62
560.25,330.0,-241.0,5.061978951130927,4,62
103.75,450.0,-527.0,5.056616020311531,4,63
103.75,450.0,-505.0,5.056572714018171,4,63
103.75,450.0,-483.0,5.05654518294902,4,63
103.75,450.0,-461.0,5.056534698018255,4,63
103.75,450.0,-439.0,5.05654210283083,4,63
103.75,450.0,-417.0,5.056567736381927,4,63
103.75,450.0,-395.0,5.056611381994856,4,63
103.75,450.0,-373.0,5.056672250371573,4,63
103.75,450.0,-351.0,5.056749001416767,4,63
103.75,450.0,-329.0,5.056839805117501,4,63
1597.75,930.0,-813.0,5.0591056465385424,4,64
1597.75,930.0,-791.0,5.059103704197499,4,64
1597.75,930.0,-769.0,5.059100881074669,4,64
1597.75,930.0,-747.0,5.059097148808562,4,64
1597.75,930.0,-725.0,5.059092487678967,4,64
1597.75,930.0,-703.0,5.0590868875104364,4,64
1597.75,930.0,-681.0,5.059080348450726,4,64
1597.75,930.0,-659.0,5.059072881594669,4,64
1597.75,930.0,-637.0,5.059064509426515,4,64
1597.75,930.0,-615.0,5.059055266056961,4,64
1597.75,930.0,-593.0,5.059045197236147,4,64
1597.75,930.0,-571.0,5.0590343601294325,4,64
1597.75,930.0,-549.0,5.059022822849401,4,64
228.25,710.0,-483.0,5.058620906427684,4,65
228.25,710.0,-461.0,5.058624488747639,4,65
228.25,710.0,-439.0,5.058629684841354,4,65
228.25,710.0,-417.0,5.058636424821792,4,65
228.25,710.0,-395.0,5.05864460773213,4,65
228.25,710.0,-373.0,5.058654104115118,4,65
228.25,710.0,-351.0,5.05866475975777,4,65
228.25,710.0,-329.0,5.058676400445348,4,65
228.25,710.0,-307.0,5.058688837489352,4,65
850.75,490.0,-373.0,5.061861879185735,4,66
850.75,490.0,-351.0,5.061782316428152,4,66
850.75,490.0,-329.0,5.061681970198968,4,66
850.75,490.0,-307.0,5.06156245576491,4,66
850.75,490.0,-285.0,5.061425965004834,4,66
850.75,490.0,-263.0,5.061275179560119,4,66
850.75,490.0,-241.0,5.061113151732859,4,66
311.25,290.0,-461.0,5.056845251818846,4,67
311.25,290.0,-439.0,5.05699204221507,4,67
311.25,290.0,-417.0,5.057182906662324,4,67
311.25,290.0,-395.0,5.057413050661124,4,67
311.25,290.0,-373.0,5.057674395489794,4,67
311.25,290.0,-351.0,5.057956024770737,4,67
311.25,290.0,-329.0,5.058245128069848,4,67
311.25,290.0,-307.0,5.058528315987892,4,67
311.25,290.0,-285.0,5.058793064378516,4,67
311.25,290.0,-263.0,5.059028997205013,4,67
1805.25,930.0,-989.0,5.059062045259478,4,68
1805.25,930.0,-967.0,5.059063192039805,4,68
1805.25,930.0,-945.0,5.059063780454921,4,68
1805.25,930.0,-923.0,5.059063756018239,4,68
1805.25,930.0,-901.0,5.059063066027501,4,68
1805.25,930.0,-879.0,5.059061660559768,4,68
1805.25,930.0,-857.0,5.059059493523051,4,68
1805.25,930.0,-835.0,5.059056523744903,4,68
1805.25,930.0,-813.0,5.059052716074707,4,68
1805.25,930.0,-791.0,5.059048042473068,4,68
1805.25,930.0,-769.0,5.059042483058795,4,68
1805.25,930.0,-747.0,5.059036027082254,4,68
1805.25,930.0,-725.0,5.059028673792611,4,68
1224.25,830.0,-527.0,5.059372616614615,4,69
1224.25,830.0,-505.0,5.059366654898538,4,69
1224.25,830.0,-483.0,5.059359112379701,4,69
1224.25,830.0,-461.0,5.05935001711488,4,69
1224.25,830.0,-439.0,5.05933941488051,4,69
1224.25,830.0,-417.0,5.059327369062209,4,69
1224.25,830.0,-395.0,5.059313960191018,4,69
1224.25,830.0,-373.0,5.059299285119644,4,69
1224.25,830.0,-351.0,5.059283455842291,4,69
1224.25,830.0,-329.0,5.059266597973379,4,69
103.75,610.0,-505.0,5.05801133497474,4,7
103.75,610.0,-483.0,5.0580066471024425,4,7
103.75,610.0,-461.0,5.0580069102004055,4,7
103.75,610.0,-439.0,5.058012205545239,4,7
103.75,610.0,-417.0,5.058022511122086,4,7
103.75,610.0,-395.0,5.058037698941846,4,7
103.75,610.0,-373.0,5.0580575369158725,4,7
103.75,610.0,-351.0,5.058081695376202,4,7
103.75,610.0,-329.0,5.058109757983393,4,7
103.75,610.0,-307.0,5.058141236425985,4,7
394.25,350.0,-439.0,5.059337190209035,4,70
394.25,350.0,-417.0,5.059446962883125,4,70
394.25,350.0,-395.0,5.059558806211856,4,70
394.25,350.0,-373.0,5.059668847175549,4,70
394.25,350.0,-351.0,5.059772917466295,4,70
394.25,350.0,-329.0,5.059866855435066,4,70
394.25,350.0,-307.0,5.059946836286228,4,70
394.25,350.0,-285.0,5.060009686595208,4,70
394.25,350.0,-263.0,5.060053138915957,4,70
1556.25,390.0,-505.0,5.060204711399433,4,8
1556.25,390.0,-483.0,5.059898344388795,4,8
1556.25,390.0,-461.0,5.059570343244248,4,8
1556.25,390.0,-439.0,5.0592257029180265,4,8
1556.25,390.0,-417.0,5.058870092327264,4,8
1556.25,390.0,-395.0,5.058509685681154,4,8
1556.25,390.0,-373.0,5.058150953837175,4,8
1556.25,390.0,-351.0,5.057800426397406,4,8
1556.25,390.0,-329.0,5.057464441522925,4,8
1556.25,390.0,-307.0,5.0571489039059525,4,8
1556.25,390.0,-285.0,5.056859070241808,4,8
1556.25,390.0,-263.0,5.056599376093019,4,8
560.25,110.0,-417.0,5.068977224083261,4,9
560.25,110.0,-395.0,5.069244912552768,4,9
560.25,110.0,-373.0,5.069349548869688,4,9
560.25,110.0,-351.0,5.069263703380894,4,9
560.25,110.0,-329.0,5.06896982433038,4,9
560.25,110.0,-307.0,5.0684650158922935,4,9
560.25,110.0,-285.0,5.067764407058929,4,9
560.25,110.0,-263.0,5.06690165552303,4,9
560.25,110.0,-241.0,5.065925670749214,4,9
